Drug,Gene_Count,Genes,Gene_Sources,Drug_Sources
AZATHIOPRINE,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GCGR, GHSR, GMNN, HAP1, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, MPHOSPH8, NFE2L2, NOS1, NR3C1, NTSR1, OPRK1, PGR, PPARD, PRKACA, PRKCA, PTAFR, RAC1, SIGMAR1, SLC22A1, SMN1, TACR1, TACR2, TP53, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
BITHIONOL,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, BDKRB2, CA2, CALCR, CASP1, CASP7, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GMNN, HDAC6, HIF1A, HRH2, HSPD1, HTR1A, HTR1B, HTR2B, HTR2C, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NFE2L2, NFKB1, NOS1, NR3C1, OPRK1, PGR, PPARA, PPARD, PPARG, PRKACA, PRKCA, PTAFR, RXRA, SIGMAR1, SLC22A1, SMN1, TACR1, TACR2, THRB, TP53, TTR, VDR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, TTD"
DIGOXIN,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, ERBB2, ESR1, ESR2, FYN, GHSR, GMNN, HAP1, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NFE2L2, NOS1, NR3C1, OPRK1, PGR, PPARD, PPARG, PRKACA, PRKCA, PTAFR, PTH1R, RAB9A, RXRA, SIGMAR1, SLC22A1, SMAD3, STAT1, STAT3, TACR1, TACR2, THRB, TP53, VDR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugCentral"
FELODIPINE,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CALM1, CASP1, CBFB, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GCGR, GHSR, GMNN, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, MPHOSPH8, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RUNX1, SIGMAR1, SLC22A1, SMAD3, SNCA, TACR1, TACR2, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank"
GANCICLOVIR,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GHSR, GMNN, HAP1, HDAC6, HIF1A, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NFKB1, NOS1, NR3C1, OPRK1, PGR, PRKACA, PRKCA, PRKCB, PRKCD, PRKCE, PRKCQ, PRKCZ, PRKD1, PTAFR, SIGMAR1, SLC22A1, SMN1, TACR1, TACR2, TK1, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG",ChEMBL
HYDROCHLOROTHIAZIDE,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, DRD5, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GCGR, GHSR, GMNN, GNAS, HAP1, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, SIGMAR1, SLC22A1, SMN1, TACR1, TACR2, THRB, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
SERTRALINE,77,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CFL1, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GCGR, GHSR, GMNN, GRIN2D, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, JUN, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RAB9A, SIGMAR1, SMAD3, TACR1, TACR2, TP53, VDR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
TIMOLOL,77,"ABL1, ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AURKA, AVPR2, BDKRB2, C5AR1, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CDK2, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, DRD5, EGFR, ERBB2, ESR1, ESR2, FGFR3, FPR2, FYN, GHSR, GSK3B, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NFKB1, NOS1, NR3C1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, S1PR1, SIGMAR1, SLC22A1, TACR1, TACR2, TRIM24, TSPO, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb"
ACYCLOVIR,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CBFB, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GABRG2, GCGR, GHSR, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RUNX1, SIGMAR1, SLC22A1, SMAD3, TACR1, TACR2, TK1, VIPR1","CT, DCE_KEGG",ChEMBL
AMIODARONE,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GHSR, GMNN, HIF1A, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NFKB1, NOS1, NR3C1, OPRK1, PGR, PIN1, PLAU, PLAUR, PLG, PPARA, PPARG, PRKACA, PRKCA, PTAFR, SIGMAR1, SMN1, TACR1, TACR2, THRA, THRB, TP53, TTR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb"
ATORVASTATIN,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DPP4, DRD1, DRD3, DRD4, EDNRB, EGFR, ERBB2, ESR1, ESR2, FYN, GABBR1, GCGR, GHSR, GMNN, HDAC1, HDAC2, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR1H2, NR3C1, NTSR1, OPRK1, PGR, PPARA, PRKACA, PRKCA, PTAFR, RARA, SIGMAR1, TACR1, TACR2, THRB, VDR, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
CAPSAICIN,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BACE1, BDKRB2, CA2, CALCR, CASP1, CBFB, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CNR2, DRD1, DRD3, DRD4, EGFR, ERBB2, ESR1, ESR2, FYN, GABRG2, GC, GHSR, HAP1, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, KCNA2, LCK, LMNA, LPAR1, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NFE2L2, NOS1, NR3C1, OPRK1, PGR, PPARG, PRKACA, PRKCA, PTAFR, RUNX1, SIGMAR1, SMN1, TACR1, TACR2, TTR, VIPR1","CT, DCE_KEGG","ChEMBL, DrugCentral"
FLUCONAZOLE,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EP300, ERBB2, ESR1, ESR2, FYN, GCGR, GHSR, GMNN, HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HRH2, HSP90AA1, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NMT1, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, SIGMAR1, TACR1, TACR2, VIPR1","CT, DCE_KEGG",ChEMBL
FLUOXETINE,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CKS1B, CNR1, CRHR2, DRD1, DRD3, DRD4, DRD5, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GCGR, GHSR, GMNN, GRIN2D, HRH2, HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RAB9A, SIGMAR1, TACR1, TACR2, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb"
PRAZOSIN,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, EPHA2, ERBB2, ESR1, ESR2, FYN, GC, GCGR, GHSR, HIF1A, HRH2, HTR1A, HTR1B, HTR1D, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NFKB1, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RAB9A, SIGMAR1, SLC22A1, TACR1, TACR2, TP53, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb"
RISPERIDONE,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, DRD5, EDNRB, EGFR, ERBB2, ESR1, ESR2, FYN, GABBR1, GABRG2, GCGR, GHSR, HDAC6, HRH2, HTR1A, HTR1B, HTR1D, HTR1F, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PPARG, PRKACA, PRKCA, PTAFR, SIGMAR1, SLC22A1, SMAD3, SMN1, TACR1, TACR2, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb"
THALIDOMIDE,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, CSNK1A1, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GCGR, GHSR, GMNN, GSPT1, HAP1, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NFKB1, NFKB2, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RELA, SIGMAR1, TACR1, TACR2, THRB, VIPR1","CT, DCE_KEGG",ChEMBL
THEOPHYLLINE,76,"ACE, ACHE, ADORA1, ADORA2A, ADORA2B, ADRA1D, ADRA2B, ADRA2C, ADRB2, ALDH2, AR, AVPR2, BACE1, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GCGR, GHSR, GMNN, GNAS, HDAC2, HDAC6, HIF1A, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PARP1, PGR, PRKACA, PRKCA, PTAFR, SIGMAR1, SLC22A1, TACR1, TACR2, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, GtoPdb"
VERAPAMIL,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BACE1, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABRG2, GCGR, GHSR, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NFE2L2, NOS1, NR1H2, NR3C1, NTSR1, OPRK1, PGR, PPARA, PRKACA, PRKCA, PRNP, PTAFR, RARA, SIGMAR1, SLC22A1, TACR1, TACR2, TSPO, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
ZIDOVUDINE,76,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DCK, DRD1, DRD3, DRD4, EDNRB, EGFR, ERBB2, ESR1, ESR2, FLT3, FYN, GABBR1, GCGR, GHSR, GMNN, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NFE2L2, NOS1, NR3C1, NTSR1, OPRK1, PGR, PIN1, PLK1, PRKACA, PRKCA, PRKCB, PRKCE, PTAFR, SIGMAR1, SLC22A1, TACR1, TACR2, TK1, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, TTD"
ALLOPURINOL,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABRG2, GCGR, GHSR, GMNN, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NFE2L2, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, RAB9A, SIGMAR1, SLC22A1, SMN1, TACR1, TACR2, TP53, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG",ChEMBL
BENZBROMARONE,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABRG2, GHSR, GMNN, HDAC6, HIF1A, HRH2, HSPD1, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NCOR2, NOS1, NR2E3, NR3C1, OPRK1, PGR, PLK1, PPARG, PRKACA, PRKCA, PTAFR, SIGMAR1, SNCA, TACR1, TACR2, TTR, VDR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugCentral"
DIPHENHYDRAMINE,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, DRD5, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GABRG2, GCGR, GHSR, GMNN, HRH2, HRH4, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, SIGMAR1, SLC22A1, TACR1, TACR2, VDR, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
DOXYCYCLINE ANHYDROUS,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, APP, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GCGR, GHSR, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP2, MMP3, MMP7, MMP9, NFE2L2, NOS1, NR3C1, NTSR1, OPRK1, PGR, PRKACA, PRKCA, PTAFR, SIGMAR1, SLC22A1, SOD1, TACR1, TACR2, VDR, VIPR1","CT, DCE_KEGG",ChEMBL
FLUVASTATIN,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DPP4, DRD1, DRD3, DRD4, DRD5, EDNRB, EGFR, ERBB2, ESR1, ESR2, FYN, GABBR1, GABRG2, GCGR, GHSR, HDAC2, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NR4A1, NTSR1, OPRK1, PGR, PPARG, PRKACA, PRKCA, PTAFR, RXRA, SIGMAR1, TACR1, TACR2, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral"
GABAPENTIN,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB1, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, CRHR2, DRD1, DRD3, DRD4, EDNRB, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABBR1, GABBR2, GABRG2, GCGR, GHSR, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTR7, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MMP1, MMP9, NOS1, NR3C1, NTSR1, OPRK1, PGR, PPARG, PRKACA, PRKCA, PTAFR, SIGMAR1, SLC22A1, SMN1, TACR1, TACR2, VIPR1","CT, DCE_KEGG","ChEMBL, DrugBank, DrugCentral, TTD"
GLYBURIDE,75,"ABCA1, ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GHSR, GNAS, HAP1, HDAC6, HIF1A, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, NFE2L2, NOS1, NR3C1, OPRK1, PGR, PLAUR, PPARD, PPARG, PRKACA, PRKCA, PTAFR, PTH1R, RXRA, SIGMAR1, SLC22A1, TACR1, TACR2, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugBank"
IDARUBICIN,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, APP, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GHSR, GMNN, HAP1, HDAC6, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, MPHOSPH8, NOS1, NR3C1, OPRK1, PGR, PIN1, PRKACA, PRKCA, PTAFR, RAB9A, SIGMAR1, SMN1, SOS1, TACR1, TACR2, THRB, TSG101, VDR, VIPR1","CT, DCE_KEGG",ChEMBL
MEFENAMIC ACID,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, ERBB2, ESR1, ESR2, FYN, GHSR, GMNN, HAP1, HDAC6, HIF1A, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, MYC, NFE2L2, NOS1, NR3C1, OPRK1, PGR, PPARA, PPARD, PPARG, PRKACA, PRKCA, PTAFR, PTH1R, RXRA, SIGMAR1, TACR1, TACR2, TTR, VDR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugCentral"
NIMESULIDE,75,"ACE, ACHE, ADORA1, ADORA2A, ADRA1D, ADRA2B, ADRA2C, ADRB2, AR, AVPR2, BDKRB2, CA2, CALCR, CASP1, CCKAR, CCR2, CCR4, CCR5, CHRM1, CHRM2, CHRM4, CHRM5, CNR1, DRD1, DRD3, DRD4, EGFR, EHMT2, ERBB2, ESR1, ESR2, FYN, GABRG2, GHSR, GMNN, HAP1, HDAC6, HIF1A, HRH2, HTR1A, HTR1B, HTR2B, HTR2C, HTR3A, HTR6, HTT, INSR, LCK, LMNA, MAPK1, MAPK14, MAPK3, MC3R, MC5R, MEN1, MMP1, MMP9, MPHOSPH8, NFE2L2, NOS1, NR1H2, NR3C1, OPRK1, PGR, PPARA, PRKACA, PRKCA, PTAFR, RARA, SIGMAR1, SMN1, TACR1, TACR2, VDR, VIPR1","CT, CT;DCE_KEGG, DCE_KEGG","ChEMBL, DrugCentral"
