rank_by_AE_burden,cohort_id,drug,file,ae_score_sum_probability,n_AE_events,trial_id_used
868,NCT04809974,Methylprednisolone_a,result_trial_data_NCT04809974_CF_Methylprednisolone_a_AE_mapped.tsv,4.067322,100,trial_2
869,NCT04809974,Carbidopa,result_trial_data_NCT04809974_CF_Carbidopa_AE_mapped.tsv,4.067598,100,trial_2
870,NCT04809974,Erdosteine,result_trial_data_NCT04809974_CF_Erdosteine_AE_mapped.tsv,4.069870,100,trial_2
871,NCT04809974,Acenocoumarol,result_trial_data_NCT04809974_CF_Acenocoumarol_AE_mapped.tsv,4.072093,100,trial_2
872,NCT04809974,Vildagliptin,result_trial_data_NCT04809974_CF_Vildagliptin_AE_mapped.tsv,4.073471,100,trial_2
873,NCT04809974,Fluconazole,result_trial_data_NCT04809974_CF_Fluconazole_AE_mapped.tsv,4.078282,100,trial_2
874,NCT04809974,Tocainide,result_trial_data_NCT04809974_CF_Tocainide_AE_mapped.tsv,4.078469,100,trial_2
875,NCT04809974,Nelfinavir,result_trial_data_NCT04809974_CF_Nelfinavir_AE_mapped.tsv,4.082298,100,trial_2
876,NCT04809974,Mycophenolate_mofeti,result_trial_data_NCT04809974_CF_Mycophenolate_mofeti_AE_mapped.tsv,4.083119,100,trial_2
877,NCT04809974,Delavirdine,result_trial_data_NCT04809974_CF_Delavirdine_AE_mapped.tsv,4.083742,100,trial_2
878,NCT04809974,Aminohippuric_acid,result_trial_data_NCT04809974_CF_Aminohippuric_acid_AE_mapped.tsv,4.087806,100,trial_2
879,NCT04809974,Rasagiline,result_trial_data_NCT04809974_CF_Rasagiline_AE_mapped.tsv,4.089017,100,trial_2
880,NCT04809974,Sulfisoxazole,result_trial_data_NCT04809974_CF_Sulfisoxazole_AE_mapped.tsv,4.092494,100,trial_2
881,NCT04809974,Talbutal,result_trial_data_NCT04809974_CF_Talbutal_AE_mapped.tsv,4.093007,100,trial_2
882,NCT04809974,Rimonabant,result_trial_data_NCT04809974_CF_Rimonabant_AE_mapped.tsv,4.093206,100,trial_2
883,NCT04809974,Brexpiprazole,result_trial_data_NCT04809974_CF_Brexpiprazole_AE_mapped.tsv,4.096460,100,trial_2
884,NCT04809974,Propiomazine,result_trial_data_NCT04809974_CF_Propiomazine_AE_mapped.tsv,4.096698,100,trial_2
885,NCT04809974,Bezafibrate,result_trial_data_NCT04809974_CF_Bezafibrate_AE_mapped.tsv,4.097152,100,trial_2
886,NCT04809974,Lofexidine,result_trial_data_NCT04809974_CF_Lofexidine_AE_mapped.tsv,4.101836,100,trial_2
887,NCT04809974,Amobarbital,result_trial_data_NCT04809974_CF_Amobarbital_AE_mapped.tsv,4.112438,100,trial_2
888,NCT04809974,Melphalan,result_trial_data_NCT04809974_CF_Melphalan_AE_mapped.tsv,4.115951,100,trial_2
889,NCT04809974,Dronedarone,result_trial_data_NCT04809974_CF_Dronedarone_AE_mapped.tsv,4.118261,100,trial_2
890,NCT04809974,Trospium,result_trial_data_NCT04809974_CF_Trospium_AE_mapped.tsv,4.120315,100,trial_2
891,NCT04809974,Oxitriptan,result_trial_data_NCT04809974_CF_Oxitriptan_AE_mapped.tsv,4.120678,100,trial_2
892,NCT04809974,Nitazoxanide,result_trial_data_NCT04809974_CF_Nitazoxanide_AE_mapped.tsv,4.120708,100,trial_2
893,NCT04809974,Desmopressin,result_trial_data_NCT04809974_CF_Desmopressin_AE_mapped.tsv,4.125434,100,trial_2
894,NCT04809974,Paroxetine,result_trial_data_NCT04809974_CF_Paroxetine_AE_mapped.tsv,4.125862,100,trial_2
895,NCT04809974,Dolasetron,result_trial_data_NCT04809974_CF_Dolasetron_AE_mapped.tsv,4.127365,100,trial_2
896,NCT04809974,Iodipamide,result_trial_data_NCT04809974_CF_Iodipamide_AE_mapped.tsv,4.127398,100,trial_2
897,NCT04809974,Testosterone_propion,result_trial_data_NCT04809974_CF_Testosterone_propion_AE_mapped.tsv,4.131193,100,trial_2
898,NCT04809974,Sertindole,result_trial_data_NCT04809974_CF_Sertindole_AE_mapped.tsv,4.133423,100,trial_2
899,NCT04809974,Clofedanol,result_trial_data_NCT04809974_CF_Clofedanol_AE_mapped.tsv,4.133775,100,trial_2
900,NCT04809974,Norgestrel,result_trial_data_NCT04809974_CF_Norgestrel_AE_mapped.tsv,4.134383,100,trial_2
901,NCT04809974,Cyclobenzaprine,result_trial_data_NCT04809974_CF_Cyclobenzaprine_AE_mapped.tsv,4.135766,100,trial_2
902,NCT04809974,Cariprazine,result_trial_data_NCT04809974_CF_Cariprazine_AE_mapped.tsv,4.136391,100,trial_2
903,NCT04809974,Goserelin,result_trial_data_NCT04809974_CF_Goserelin_AE_mapped.tsv,4.136816,100,trial_2
904,NCT04809974,Ibutilide,result_trial_data_NCT04809974_CF_Ibutilide_AE_mapped.tsv,4.137201,100,trial_2
905,NCT04809974,Propafenone,result_trial_data_NCT04809974_CF_Propafenone_AE_mapped.tsv,4.137925,100,trial_2
906,NCT04809974,Fenspiride,result_trial_data_NCT04809974_CF_Fenspiride_AE_mapped.tsv,4.152351,100,trial_2
907,NCT04809974,Gallamine_triethiodi,result_trial_data_NCT04809974_CF_Gallamine_triethiodi_AE_mapped.tsv,4.152667,100,trial_2
908,NCT04809974,Acetophenazine,result_trial_data_NCT04809974_CF_Acetophenazine_AE_mapped.tsv,4.154315,100,trial_2
909,NCT04809974,Atazanavir,result_trial_data_NCT04809974_CF_Atazanavir_AE_mapped.tsv,4.158459,100,trial_2
910,NCT04809974,Tiaprofenic_acid,result_trial_data_NCT04809974_CF_Tiaprofenic_acid_AE_mapped.tsv,4.160421,100,trial_2
911,NCT04809974,Empagliflozin,result_trial_data_NCT04809974_CF_Empagliflozin_AE_mapped.tsv,4.171593,100,trial_2
912,NCT04809974,Sulfabenzamide,result_trial_data_NCT04809974_CF_Sulfabenzamide_AE_mapped.tsv,4.174987,100,trial_2
913,NCT04809974,Cinoxacin,result_trial_data_NCT04809974_CF_Cinoxacin_AE_mapped.tsv,4.176853,100,trial_2
914,NCT04809974,Encainide,result_trial_data_NCT04809974_CF_Encainide_AE_mapped.tsv,4.184991,100,trial_2
915,NCT04809974,Digoxin,result_trial_data_NCT04809974_CF_Digoxin_AE_mapped.tsv,4.187672,100,trial_2
916,NCT04809974,Lumiracoxib,result_trial_data_NCT04809974_CF_Lumiracoxib_AE_mapped.tsv,4.195811,100,trial_2
917,NCT04809974,Buspirone,result_trial_data_NCT04809974_CF_Buspirone_AE_mapped.tsv,4.197440,100,trial_2
918,NCT04809974,Artemisinin,result_trial_data_NCT04809974_CF_Artemisinin_AE_mapped.tsv,4.198944,100,trial_2
919,NCT04809974,Phenacemide,result_trial_data_NCT04809974_CF_Phenacemide_AE_mapped.tsv,4.199296,100,trial_2
920,NCT04809974,Ketanserin,result_trial_data_NCT04809974_CF_Ketanserin_AE_mapped.tsv,4.201328,100,trial_2
921,NCT04809974,Felbamate,result_trial_data_NCT04809974_CF_Felbamate_AE_mapped.tsv,4.205253,100,trial_2
922,NCT04809974,Dutasteride,result_trial_data_NCT04809974_CF_Dutasteride_AE_mapped.tsv,4.206116,100,trial_2
923,NCT04809974,Mifepristone,result_trial_data_NCT04809974_CF_Mifepristone_AE_mapped.tsv,4.214183,100,trial_2
924,NCT04809974,Gliquidone,result_trial_data_NCT04809974_CF_Gliquidone_AE_mapped.tsv,4.218356,100,trial_2
925,NCT04809974,Dirithromycin,result_trial_data_NCT04809974_CF_Dirithromycin_AE_mapped.tsv,4.221407,100,trial_2
926,NCT04809974,Sofosbuvir,result_trial_data_NCT04809974_CF_Sofosbuvir_AE_mapped.tsv,4.221639,100,trial_2
927,NCT04809974,Oxyphencyclimine,result_trial_data_NCT04809974_CF_Oxyphencyclimine_AE_mapped.tsv,4.222896,100,trial_2
928,NCT04809974,Cetrorelix,result_trial_data_NCT04809974_CF_Cetrorelix_AE_mapped.tsv,4.223528,100,trial_2
929,NCT04809974,Cromoglicic_acid,result_trial_data_NCT04809974_CF_Cromoglicic_acid_AE_mapped.tsv,4.225577,100,trial_2
930,NCT04809974,Ranolazine,result_trial_data_NCT04809974_CF_Ranolazine_AE_mapped.tsv,4.228282,100,trial_2
931,NCT04809974,Flunitrazepam,result_trial_data_NCT04809974_CF_Flunitrazepam_AE_mapped.tsv,4.228348,100,trial_2
932,NCT04809974,Sertaconazole,result_trial_data_NCT04809974_CF_Sertaconazole_AE_mapped.tsv,4.230857,100,trial_2
933,NCT04809974,Fomepizole,result_trial_data_NCT04809974_CF_Fomepizole_AE_mapped.tsv,4.235433,100,trial_2
934,NCT04809974,Artesunate,result_trial_data_NCT04809974_CF_Artesunate_AE_mapped.tsv,4.238028,100,trial_2
935,NCT04809974,Vincamine,result_trial_data_NCT04809974_CF_Vincamine_AE_mapped.tsv,4.239419,100,trial_2
936,NCT04809974,Mianserin,result_trial_data_NCT04809974_CF_Mianserin_AE_mapped.tsv,4.242162,100,trial_2
937,NCT04809974,Bromazepam,result_trial_data_NCT04809974_CF_Bromazepam_AE_mapped.tsv,4.258936,100,trial_2
938,NCT04809974,Gefitinib,result_trial_data_NCT04809974_CF_Gefitinib_AE_mapped.tsv,4.262003,100,trial_2
939,NCT04809974,Floxuridine,result_trial_data_NCT04809974_CF_Floxuridine_AE_mapped.tsv,4.262123,100,trial_2
940,NCT04809974,Exemestane,result_trial_data_NCT04809974_CF_Exemestane_AE_mapped.tsv,4.265790,100,trial_2
941,NCT04809974,Sibutramine,result_trial_data_NCT04809974_CF_Sibutramine_AE_mapped.tsv,4.268985,100,trial_2
942,NCT04809974,Piretanide,result_trial_data_NCT04809974_CF_Piretanide_AE_mapped.tsv,4.269623,100,trial_2
943,NCT04809974,Adenosine_phosphate,result_trial_data_NCT04809974_CF_Adenosine_phosphate_AE_mapped.tsv,4.270975,100,trial_2
944,NCT04809974,Sulindac,result_trial_data_NCT04809974_CF_Sulindac_AE_mapped.tsv,4.274683,100,trial_2
945,NCT04809974,Mirtazapine,result_trial_data_NCT04809974_CF_Mirtazapine_AE_mapped.tsv,4.284166,100,trial_2
946,NCT04809974,Amifostine,result_trial_data_NCT04809974_CF_Amifostine_AE_mapped.tsv,4.284768,100,trial_2
947,NCT04809974,Viloxazine,result_trial_data_NCT04809974_CF_Viloxazine_AE_mapped.tsv,4.286745,100,trial_2
948,NCT04809974,Triptorelin,result_trial_data_NCT04809974_CF_Triptorelin_AE_mapped.tsv,4.287450,100,trial_2
949,NCT04809974,Etretinate,result_trial_data_NCT04809974_CF_Etretinate_AE_mapped.tsv,4.287889,100,trial_2
950,NCT04809974,Amodiaquine,result_trial_data_NCT04809974_CF_Amodiaquine_AE_mapped.tsv,4.289571,100,trial_2
951,NCT04809974,Bergapten,result_trial_data_NCT04809974_CF_Bergapten_AE_mapped.tsv,4.292719,100,trial_2
952,NCT04809974,Treprostinil,result_trial_data_NCT04809974_CF_Treprostinil_AE_mapped.tsv,4.294809,100,trial_2
953,NCT04809974,Felbinac,result_trial_data_NCT04809974_CF_Felbinac_AE_mapped.tsv,4.294827,100,trial_2
954,NCT04809974,Isopropamide,result_trial_data_NCT04809974_CF_Isopropamide_AE_mapped.tsv,4.297947,100,trial_2
955,NCT04809974,Cortisone_acetate,result_trial_data_NCT04809974_CF_Cortisone_acetate_AE_mapped.tsv,4.298726,100,trial_2
956,NCT04809974,Ethotoin,result_trial_data_NCT04809974_CF_Ethotoin_AE_mapped.tsv,4.299369,100,trial_2
957,NCT04809974,Metergoline,result_trial_data_NCT04809974_CF_Metergoline_AE_mapped.tsv,4.300583,100,trial_2
958,NCT04809974,Thiothixene,result_trial_data_NCT04809974_CF_Thiothixene_AE_mapped.tsv,4.304049,100,trial_2
959,NCT04809974,Coenzyme_M,result_trial_data_NCT04809974_CF_Coenzyme_M_AE_mapped.tsv,4.310919,100,trial_2
960,NCT04809974,Stiripentol,result_trial_data_NCT04809974_CF_Stiripentol_AE_mapped.tsv,4.311431,100,trial_2
961,NCT04809974,Ouabain,result_trial_data_NCT04809974_CF_Ouabain_AE_mapped.tsv,4.313097,100,trial_2
962,NCT04809974,Artemether,result_trial_data_NCT04809974_CF_Artemether_AE_mapped.tsv,4.314950,100,trial_2
963,NCT04809974,Ifenprodil,result_trial_data_NCT04809974_CF_Ifenprodil_AE_mapped.tsv,4.319618,100,trial_2
964,NCT04809974,Rifampicin,result_trial_data_NCT04809974_CF_Rifampicin_AE_mapped.tsv,4.320896,100,trial_2
965,NCT04809974,Rimantadine,result_trial_data_NCT04809974_CF_Rimantadine_AE_mapped.tsv,4.323244,100,trial_2
966,NCT04809974,Alimemazine,result_trial_data_NCT04809974_CF_Alimemazine_AE_mapped.tsv,4.327584,100,trial_2
967,NCT04809974,Tolcapone,result_trial_data_NCT04809974_CF_Tolcapone_AE_mapped.tsv,4.328129,100,trial_2
968,NCT04809974,Agomelatine,result_trial_data_NCT04809974_CF_Agomelatine_AE_mapped.tsv,4.329008,100,trial_2
969,NCT04809974,Eplerenone,result_trial_data_NCT04809974_CF_Eplerenone_AE_mapped.tsv,4.339621,100,trial_2
970,NCT04809974,Canagliflozin,result_trial_data_NCT04809974_CF_Canagliflozin_AE_mapped.tsv,4.339720,100,trial_2
971,NCT04809974,Ticlopidine,result_trial_data_NCT04809974_CF_Ticlopidine_AE_mapped.tsv,4.344762,100,trial_2
972,NCT04809974,Zanamivir,result_trial_data_NCT04809974_CF_Zanamivir_AE_mapped.tsv,4.347287,100,trial_2
973,NCT04809974,Paromomycin,result_trial_data_NCT04809974_CF_Paromomycin_AE_mapped.tsv,4.348241,100,trial_2
974,NCT04809974,Sulfamethizole,result_trial_data_NCT04809974_CF_Sulfamethizole_AE_mapped.tsv,4.353070,100,trial_2
975,NCT04809974,Dicoumarol,result_trial_data_NCT04809974_CF_Dicoumarol_AE_mapped.tsv,4.354417,100,trial_2
976,NCT04809974,Thiotepa,result_trial_data_NCT04809974_CF_Thiotepa_AE_mapped.tsv,4.357758,100,trial_2
977,NCT04809974,Etacrynic_acid,result_trial_data_NCT04809974_CF_Etacrynic_acid_AE_mapped.tsv,4.358118,100,trial_2
978,NCT04809974,Trifluoperazine,result_trial_data_NCT04809974_CF_Trifluoperazine_AE_mapped.tsv,4.360320,100,trial_2
979,NCT04809974,Mesoridazine,result_trial_data_NCT04809974_CF_Mesoridazine_AE_mapped.tsv,4.361707,100,trial_2
980,NCT04809974,Sulfadimethoxine,result_trial_data_NCT04809974_CF_Sulfadimethoxine_AE_mapped.tsv,4.362498,100,trial_2
981,NCT04809974,Apomorphine,result_trial_data_NCT04809974_CF_Apomorphine_AE_mapped.tsv,4.363244,100,trial_2
982,NCT04809974,Pranlukast,result_trial_data_NCT04809974_CF_Pranlukast_AE_mapped.tsv,4.365642,100,trial_2
983,NCT04809974,Isoetharine,result_trial_data_NCT04809974_CF_Isoetharine_AE_mapped.tsv,4.366561,100,trial_2
984,NCT04809974,Butamben,result_trial_data_NCT04809974_CF_Butamben_AE_mapped.tsv,4.372817,100,trial_2
985,NCT04809974,Saquinavir,result_trial_data_NCT04809974_CF_Saquinavir_AE_mapped.tsv,4.375460,100,trial_2
986,NCT04809974,Benzylpenicilloyl_po,result_trial_data_NCT04809974_CF_Benzylpenicilloyl_po_AE_mapped.tsv,4.375472,100,trial_2
987,NCT04809974,Roxithromycin,result_trial_data_NCT04809974_CF_Roxithromycin_AE_mapped.tsv,4.375538,100,trial_2
988,NCT04809974,Aripiprazole,result_trial_data_NCT04809974_CF_Aripiprazole_AE_mapped.tsv,4.377426,100,trial_2
989,NCT04809974,Revefenacin,result_trial_data_NCT04809974_CF_Revefenacin_AE_mapped.tsv,4.377814,100,trial_2
990,NCT04809974,Lymecycline,result_trial_data_NCT04809974_CF_Lymecycline_AE_mapped.tsv,4.379245,100,trial_2
991,NCT04809974,Vigabatrin,result_trial_data_NCT04809974_CF_Vigabatrin_AE_mapped.tsv,4.382108,100,trial_2
992,NCT04809974,Milnacipran,result_trial_data_NCT04809974_CF_Milnacipran_AE_mapped.tsv,4.382952,100,trial_2
993,NCT04809974,Mephenytoin,result_trial_data_NCT04809974_CF_Mephenytoin_AE_mapped.tsv,4.387182,100,trial_2
994,NCT04809974,Sodium_aurothiomalat,result_trial_data_NCT04809974_CF_Sodium_aurothiomalat_AE_mapped.tsv,4.387809,100,trial_2
995,NCT04809974,Moxidectin,result_trial_data_NCT04809974_CF_Moxidectin_AE_mapped.tsv,4.388332,100,trial_2
996,NCT04809974,Istradefylline,result_trial_data_NCT04809974_CF_Istradefylline_AE_mapped.tsv,4.390466,100,trial_2
997,NCT04809974,Medazepam,result_trial_data_NCT04809974_CF_Medazepam_AE_mapped.tsv,4.396447,100,trial_2
998,NCT04809974,Gemifloxacin,result_trial_data_NCT04809974_CF_Gemifloxacin_AE_mapped.tsv,4.397143,100,trial_2
999,NCT04809974,Venlafaxine,result_trial_data_NCT04809974_CF_Venlafaxine_AE_mapped.tsv,4.399883,100,trial_2
1000,NCT04809974,Atomoxetine,result_trial_data_NCT04809974_CF_Atomoxetine_AE_mapped.tsv,4.400216,100,trial_2
1001,NCT04809974,Trifluridine,result_trial_data_NCT04809974_CF_Trifluridine_AE_mapped.tsv,4.402747,100,trial_2
1002,NCT04809974,Betahistine,result_trial_data_NCT04809974_CF_Betahistine_AE_mapped.tsv,4.414116,100,trial_2
1003,NCT04809974,Bicalutamide,result_trial_data_NCT04809974_CF_Bicalutamide_AE_mapped.tsv,4.424552,100,trial_2
1004,NCT04809974,Quinagolide,result_trial_data_NCT04809974_CF_Quinagolide_AE_mapped.tsv,4.431470,100,trial_2
1005,NCT04809974,Granisetron,result_trial_data_NCT04809974_CF_Granisetron_AE_mapped.tsv,4.432839,100,trial_2
1006,NCT04809974,Clidinium,result_trial_data_NCT04809974_CF_Clidinium_AE_mapped.tsv,4.435256,100,trial_2
1007,NCT04809974,Bedaquiline,result_trial_data_NCT04809974_CF_Bedaquiline_AE_mapped.tsv,4.436743,100,trial_2
1008,NCT04809974,Bacampicillin,result_trial_data_NCT04809974_CF_Bacampicillin_AE_mapped.tsv,4.442214,100,trial_2
1009,NCT04809974,Triprolidine,result_trial_data_NCT04809974_CF_Triprolidine_AE_mapped.tsv,4.451366,100,trial_2
1010,NCT04809974,Raltegravir,result_trial_data_NCT04809974_CF_Raltegravir_AE_mapped.tsv,4.454808,100,trial_2
1011,NCT04809974,Oxyphenonium,result_trial_data_NCT04809974_CF_Oxyphenonium_AE_mapped.tsv,4.461040,100,trial_2
1012,NCT04809974,Cyclandelate,result_trial_data_NCT04809974_CF_Cyclandelate_AE_mapped.tsv,4.464030,100,trial_2
1013,NCT04809974,Chloroxine,result_trial_data_NCT04809974_CF_Chloroxine_AE_mapped.tsv,4.466877,100,trial_2
1014,NCT04809974,Dosulepin,result_trial_data_NCT04809974_CF_Dosulepin_AE_mapped.tsv,4.467053,100,trial_2
1015,NCT04809974,Benznidazole,result_trial_data_NCT04809974_CF_Benznidazole_AE_mapped.tsv,4.467565,100,trial_2
1016,NCT04809974,Miglitol,result_trial_data_NCT04809974_CF_Miglitol_AE_mapped.tsv,4.469572,100,trial_2
1017,NCT04809974,Phenylpropanolamine,result_trial_data_NCT04809974_CF_Phenylpropanolamine_AE_mapped.tsv,4.471066,100,trial_2
1018,NCT04809974,Rimegepant,result_trial_data_NCT04809974_CF_Rimegepant_AE_mapped.tsv,4.473330,100,trial_2
1019,NCT04809974,Vardenafil,result_trial_data_NCT04809974_CF_Vardenafil_AE_mapped.tsv,4.475454,100,trial_2
1020,NCT04809974,Ticagrelor,result_trial_data_NCT04809974_CF_Ticagrelor_AE_mapped.tsv,4.475841,100,trial_2
1021,NCT04809974,Tolazamide,result_trial_data_NCT04809974_CF_Tolazamide_AE_mapped.tsv,4.477321,100,trial_2
1022,NCT04809974,Leucovorin,result_trial_data_NCT04809974_CF_Leucovorin_AE_mapped.tsv,4.478903,100,trial_2
1023,NCT04809974,Rifapentine,result_trial_data_NCT04809974_CF_Rifapentine_AE_mapped.tsv,4.483591,100,trial_2
1024,NCT04809974,Ketoconazole,result_trial_data_NCT04809974_CF_Ketoconazole_AE_mapped.tsv,4.483832,100,trial_2
1025,NCT04809974,Desoxycorticosterone,result_trial_data_NCT04809974_CF_Desoxycorticosterone_AE_mapped.tsv,4.487880,100,trial_2
1026,NCT04809974,Delafloxacin,result_trial_data_NCT04809974_CF_Delafloxacin_AE_mapped.tsv,4.487980,100,trial_2
1027,NCT04809974,Itraconazole,result_trial_data_NCT04809974_CF_Itraconazole_AE_mapped.tsv,4.495429,100,trial_2
1028,NCT04809974,Iloperidone,result_trial_data_NCT04809974_CF_Iloperidone_AE_mapped.tsv,4.507269,100,trial_2
1029,NCT04809974,Thiabendazole,result_trial_data_NCT04809974_CF_Thiabendazole_AE_mapped.tsv,4.511772,100,trial_2
1030,NCT04809974,Methoxsalen,result_trial_data_NCT04809974_CF_Methoxsalen_AE_mapped.tsv,4.513160,100,trial_2
1031,NCT04809974,Ethosuximide,result_trial_data_NCT04809974_CF_Ethosuximide_AE_mapped.tsv,4.516664,100,trial_2
1032,NCT04809974,Betazole,result_trial_data_NCT04809974_CF_Betazole_AE_mapped.tsv,4.519116,100,trial_2
1033,NCT04809974,Tulobuterol,result_trial_data_NCT04809974_CF_Tulobuterol_AE_mapped.tsv,4.522074,100,trial_2
1034,NCT04809974,Profenamine,result_trial_data_NCT04809974_CF_Profenamine_AE_mapped.tsv,4.522212,100,trial_2
1035,NCT04809974,Stanozolol,result_trial_data_NCT04809974_CF_Stanozolol_AE_mapped.tsv,4.523580,100,trial_2
1036,NCT04809974,Hydroxychloroquine,result_trial_data_NCT04809974_CF_Hydroxychloroquine_AE_mapped.tsv,4.523653,100,trial_2
1037,NCT04809974,Prucalopride,result_trial_data_NCT04809974_CF_Prucalopride_AE_mapped.tsv,4.526792,100,trial_2
1038,NCT04809974,Tridihexethyl,result_trial_data_NCT04809974_CF_Tridihexethyl_AE_mapped.tsv,4.528287,100,trial_2
1039,NCT04809974,Quinestrol,result_trial_data_NCT04809974_CF_Quinestrol_AE_mapped.tsv,4.531147,100,trial_2
1040,NCT04809974,Procarbazine,result_trial_data_NCT04809974_CF_Procarbazine_AE_mapped.tsv,4.531604,100,trial_2
1041,NCT04809974,Noscapine,result_trial_data_NCT04809974_CF_Noscapine_AE_mapped.tsv,4.532207,100,trial_2
1042,NCT04809974,Pitolisant,result_trial_data_NCT04809974_CF_Pitolisant_AE_mapped.tsv,4.532269,100,trial_2
1043,NCT04809974,Dexamethasone,result_trial_data_NCT04809974_CF_Dexamethasone_AE_mapped.tsv,4.533416,100,trial_2
1044,NCT04809974,Toloxatone,result_trial_data_NCT04809974_CF_Toloxatone_AE_mapped.tsv,4.534154,100,trial_2
1045,NCT04809974,Trazodone,result_trial_data_NCT04809974_CF_Trazodone_AE_mapped.tsv,4.534368,100,trial_2
1046,NCT04809974,Pimavanserin,result_trial_data_NCT04809974_CF_Pimavanserin_AE_mapped.tsv,4.537336,100,trial_2
1047,NCT04809974,Temozolomide,result_trial_data_NCT04809974_CF_Temozolomide_AE_mapped.tsv,4.538527,100,trial_2
1048,NCT04809974,Mepenzolate,result_trial_data_NCT04809974_CF_Mepenzolate_AE_mapped.tsv,4.544535,100,trial_2
1049,NCT04809974,Cefapirin,result_trial_data_NCT04809974_CF_Cefapirin_AE_mapped.tsv,4.544783,100,trial_2
1050,NCT04809974,Docetaxel,result_trial_data_NCT04809974_CF_Docetaxel_AE_mapped.tsv,4.545452,100,trial_2
1051,NCT04809974,Icosapent_ethyl,result_trial_data_NCT04809974_CF_Icosapent_ethyl_AE_mapped.tsv,4.546242,100,trial_2
1052,NCT04809974,Metyrosine,result_trial_data_NCT04809974_CF_Metyrosine_AE_mapped.tsv,4.547463,100,trial_2
1053,NCT04809974,Trandolapril,result_trial_data_NCT04809974_CF_Trandolapril_AE_mapped.tsv,4.548325,100,trial_2
1054,NCT04809974,Valbenazine,result_trial_data_NCT04809974_CF_Valbenazine_AE_mapped.tsv,4.552358,100,trial_2
1055,NCT04809974,Tetrabenazine,result_trial_data_NCT04809974_CF_Tetrabenazine_AE_mapped.tsv,4.553289,100,trial_2
1056,NCT04809974,Cefaclor,result_trial_data_NCT04809974_CF_Cefaclor_AE_mapped.tsv,4.556742,100,trial_2
1057,NCT04809974,Pimozide,result_trial_data_NCT04809974_CF_Pimozide_AE_mapped.tsv,4.558812,100,trial_2
1058,NCT04809974,Chlorotrianisene,result_trial_data_NCT04809974_CF_Chlorotrianisene_AE_mapped.tsv,4.561752,100,trial_2
1059,NCT04809974,Pipenzolate,result_trial_data_NCT04809974_CF_Pipenzolate_AE_mapped.tsv,4.569688,100,trial_2
1060,NCT04809974,Mafenide,result_trial_data_NCT04809974_CF_Mafenide_AE_mapped.tsv,4.574481,100,trial_2
1061,NCT04809974,Chloroform,result_trial_data_NCT04809974_CF_Chloroform_AE_mapped.tsv,4.579626,100,trial_2
1062,NCT04809974,Indapamide,result_trial_data_NCT04809974_CF_Indapamide_AE_mapped.tsv,4.579986,100,trial_2
1063,NCT04809974,Teniposide,result_trial_data_NCT04809974_CF_Teniposide_AE_mapped.tsv,4.580797,100,trial_2
1064,NCT04809974,Doxorubicin,result_trial_data_NCT04809974_CF_Doxorubicin_AE_mapped.tsv,4.588931,100,trial_2
1065,NCT04809974,Fluvoxamine,result_trial_data_NCT04809974_CF_Fluvoxamine_AE_mapped.tsv,4.589451,100,trial_2
1066,NCT04809974,Spectinomycin,result_trial_data_NCT04809974_CF_Spectinomycin_AE_mapped.tsv,4.592501,100,trial_2
1067,NCT04809974,Bentiromide,result_trial_data_NCT04809974_CF_Bentiromide_AE_mapped.tsv,4.592779,100,trial_2
1068,NCT04809974,Mercaptopurine,result_trial_data_NCT04809974_CF_Mercaptopurine_AE_mapped.tsv,4.593953,100,trial_2
1069,NCT04809974,Dimethyl_fumarate,result_trial_data_NCT04809974_CF_Dimethyl_fumarate_AE_mapped.tsv,4.594588,100,trial_2
1070,NCT04809974,Enoximone,result_trial_data_NCT04809974_CF_Enoximone_AE_mapped.tsv,4.595475,100,trial_2
1071,NCT04809974,Clioquinol,result_trial_data_NCT04809974_CF_Clioquinol_AE_mapped.tsv,4.598472,100,trial_2
1072,NCT04809974,Benzonatate,result_trial_data_NCT04809974_CF_Benzonatate_AE_mapped.tsv,4.603400,100,trial_2
1073,NCT04809974,Trimetrexate,result_trial_data_NCT04809974_CF_Trimetrexate_AE_mapped.tsv,4.606256,100,trial_2
1074,NCT04809974,Isoflurophate,result_trial_data_NCT04809974_CF_Isoflurophate_AE_mapped.tsv,4.607135,100,trial_2
1075,NCT04809974,Mezlocillin,result_trial_data_NCT04809974_CF_Mezlocillin_AE_mapped.tsv,4.608559,100,trial_2
1076,NCT04809974,Antazoline,result_trial_data_NCT04809974_CF_Antazoline_AE_mapped.tsv,4.631572,100,trial_2
1077,NCT04809974,Levallorphan,result_trial_data_NCT04809974_CF_Levallorphan_AE_mapped.tsv,4.634252,100,trial_2
1078,NCT04809974,Flufenamic_acid,result_trial_data_NCT04809974_CF_Flufenamic_acid_AE_mapped.tsv,4.637157,100,trial_2
1079,NCT04809974,Glutethimide,result_trial_data_NCT04809974_CF_Glutethimide_AE_mapped.tsv,4.639782,100,trial_2
1080,NCT04809974,Terlipressin,result_trial_data_NCT04809974_CF_Terlipressin_AE_mapped.tsv,4.640452,100,trial_2
1081,NCT04809974,Tolfenamic_acid,result_trial_data_NCT04809974_CF_Tolfenamic_acid_AE_mapped.tsv,4.640753,100,trial_2
1082,NCT04809974,Raltitrexed,result_trial_data_NCT04809974_CF_Raltitrexed_AE_mapped.tsv,4.641619,100,trial_2
1083,NCT04809974,Testolactone,result_trial_data_NCT04809974_CF_Testolactone_AE_mapped.tsv,4.642379,100,trial_2
